ISBN10,Author,reviews_count,seller_name,Title,categories
,"Jim Roberts (Narrator), Sun Tzu (Author), Jimcin Recordings (Publisher) & 0 more",18898,Amazon,The Art of War,"[""Books"",""Business & Money"",""Job Hunting & Careers"",""Guides""]"
,"Gillian Flynn (Author), Rebecca Lowman (Narrator), Cassandra Campbell (Narrator), Mark Deakins (Narrator), Robertson Dean (Narrator), Random House Audio (Publisher) & 3 more",16028,Amazon,Dark Places: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Women Sleuths""]"
,"Clarissa Pinkola Estes (Narrator), Clarissa Pinkola Estés (Author), Sounds True (Publisher) & 0 more",10746,Amazon,Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality"",""Mental & Spiritual Healing""]"
,"James Dashner (Author), Mark Deakins (Narrator), Listening Library (Publisher) & 0 more",14172,Amazon,"The Maze Runner: Maze Runner, Book 1","[""Books"",""Children's Books"",""Growing Up & Facts of Life"",""Friendship, Social Skills & School Life"",""Social Skills""]"
,"Sally Lloyd-Jones (Author), David Suchet (Narrator), Zondervan (Publisher) & 0 more",10058,Amazon,The Jesus Storybook Bible: Every Story Whispers His Name,"[""Books"",""Children's Books"",""Religions"",""Christianity"",""Bible"",""Stories""]"
,"Diana Gabaldon (Author), Davina Porter (Narrator), Recorded Books (Publisher) & 0 more",13786,Amazon,"An Echo in the Bone: Outlander, Book 7","[""Books"",""Romance"",""Historical"",""Scottish""]"
,Eckhart Tolle,10047,Amazon,A New Earth: The life-changing follow up to The Power of Now. ‘My No.1 guru will always be Eckhart Tolle’ Chris Evans,"[""Books"",""Crafts, Hobbies & Home"",""Crafts & Hobbies""]"
,"Neil Gaiman (Author), Terry Pratchett (Author), Martin Jarvis (Narrator), HarperAudio (Publisher) & 1 more",14729,Amazon,Good Omens,"[""Books"",""Literature & Fiction"",""Humor & Satire"",""Humorous""]"
,"Dan Brown (Author), Paul Michael (Narrator), Random House Audio (Publisher) & 0 more",12828,Amazon,The Lost Symbol,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Spies & Politics"",""Political""]"
,"Rebecca Skloot (Author), Cassandra Campbell (Narrator), Bahni Turpin (Narrator), Random House Audio (Publisher) & 1 more",15236,Amazon,The Immortal Life of Henrietta Lacks,"[""Books"",""Politics & Social Sciences"",""Social Sciences"",""Ethnic Studies"",""African Descent & Black"",""African American Studies""]"
,Rebecca Skloot,15236,Amazon,The Immortal Life of Henrietta Lacks,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
,Kristin Hannah,18129,Amazon,Winter Garden,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Ray Porter (Narrator), Timothy Ferriss (Author), Blackstone Audio, Inc. (Publisher) & 0 more",15420,Amazon,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)","[""Books"",""Business & Money"",""Business Culture"",""Motivation & Self-Improvement""]"
,"Howard Zinn (Author), Jeff Zinn (Narrator), HarperAudio (Publisher) & 0 more",10298,Amazon,A People's History of the United States,"[""Books"",""Politics & Social Sciences"",""Politics & Government"",""Ideologies & Doctrines"",""Democracy""]"
,Isabel Wilkerson,14899,Amazon,The Warmth of Other Suns: The Epic Story of America's Great Migration,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
,Stephen Chbosky,19215,Amazon,The Perks of Being a Wallflower,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
,"Isaac Asimov (Author), Scott Brick (Narrator), Random House Audio (Publisher) & 0 more",10805,Amazon,Foundation (Apple Series Tie-in Edition),"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Hard Science Fiction""]"
,"Brandon Sanderson (Author), Kate Reading (Narrator), Michael Kramer (Narrator), Macmillan Audio (Publisher) & 1 more",20154,Amazon,"The Way of Kings: The Stormlight Archive, Book 1","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]"
,"Jeannette Walls (Author, Narrator), Simon & Schuster Audio (Publisher)",16213,Amazon,The Glass Castle: A Memoir,"[""Books"",""Biographies & Memoirs"",""Arts & Literature"",""Authors""]"
,"Ken Follett (Author), John Lee (Narrator), Penguin Audio (Publisher) & 0 more",15638,Amazon,Fall of Giants: Book One of the Century Trilogy,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Cultural Heritage""]"
,Andrzej Sapkowski,21862,Amazon,The Last Wish: Introducing the Witcher - Now a major Netflix show,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Laura Hillenbrand (Author), Edward Herrmann (Narrator), Random House Audio (Publisher) & 0 more",32491,Amazon,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","[""Books"",""Biographies & Memoirs"",""Leaders & Notable People"",""Military""]"
,"David Heath (Narrator), Sun Tzu (Author), Mission Audio (Publisher) & 0 more",18898,Amazon,The Art of War,"[""Books"",""History"",""Military"",""Weapons & Warfare"",""Conventional""]"
,Rebecca Skloot,15236,Amazon,The Immortal Life of Henrietta Lacks,"[""Books"",""Politics & Social Sciences"",""Sociology""]"
,Stieg Larsson,13346,Amazon,The Girl with the Dragon Tattoo: The genre-defining thriller that introduced the world to Lisbeth Salander (Millennium Series Book 1),"[""Books"",""Travel"",""Europe""]"
,"Maya Angelou (Author, Narrator), Random House Audio (Publisher)",16235,Amazon,I Know Why the Caged Bird Sings,"[""Books"",""Literature & Fiction"",""History & Criticism"",""Regional & Cultural"",""United States"",""Black & African American""]"
,"Isabel Wilkerson (Author), Robin Miles (Narrator), Brilliance Audio (Publisher) & 0 more",14899,Amazon,The Warmth of Other Suns: The Epic Story of America's Great Migration,"[""Books"",""Politics & Social Sciences"",""Social Sciences"",""Ethnic Studies"",""African Descent & Black"",""African American Studies""]"
,"John Steinbeck (Author), Gary Sinise (Narrator), Penguin Audio (Publisher) & 0 more",20075,Amazon,Of Mice and Men,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Small Town & Rural""]"
,"Ransom Riggs (Author), Jesse Bernstein (Narrator), Random House Audio (Publisher) & 0 more",12284,Amazon,Miss Peregrine's Home for Peculiar Children,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Mystery & Thriller""]"
,"Diana Gabaldon (Author), Davina Porter (Narrator), Recorded Books (Publisher) & 0 more",13908,Amazon,"A Breath of Snow and Ashes: Outlander, Book 6","[""Books"",""Romance"",""Historical"",""Scottish""]"
,Ken Follett,15638,Amazon,"Fall of Giants (The Century Trilogy, Book 1)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,Neil GaimanTerry Pratchett,14729,Amazon,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Veronica Roth (Author), Emma Galvin (Narrator), HarperAudio (Publisher) & 0 more",29549,Amazon,Divergent,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Science Fiction""]"
1419741853,Jeff Kinney,12027,Goodwill of Dayton Ohio,Diary of a Wimpy Kid (Diary of a Wimpy Kid #1),"[""Books"",""Children's Books"",""Humor""]"
,"Roy Dotrice (Narrator), George R.R. Martin (Author), Random House Audio (Publisher) & 0 more",15902,Amazon,"A Dance with Dragons: A Song of Ice and Fire, Book 5","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]"
,"Ernest Cline (Author), Wil Wheaton (Narrator), Random House Audio (Publisher) & 0 more",40905,Amazon,Ready Player One,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Adventure""]"
,"Diana Gabaldon (Author), Davina Porter (Narrator), Recorded Books (Publisher) & 0 more",13553,Amazon,"The Fiery Cross: Outlander, Book 5","[""Books"",""Romance"",""Historical"",""Scottish""]"
,"Liane Moriarty (Author), Tamara Lovatt-Smith (Narrator), Penguin Audio (Publisher) & 0 more",17739,Amazon,What Alice Forgot,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Life""]"
,"Bill O'Reilly (Author, Narrator), Martin Dugard (Author), Macmillan Audio (Publisher) & 0 more",10497,Amazon,Killing Lincoln: The Shocking Assassination That Changed America Forever,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People"",""Military"",""American Civil War""]"
,John Archambault,28341,Amazon,Chicka Chicka Boom Boom,"[""Books"",""Children's Books"",""Literature & Fiction""]"
,"Erin Morgenstern (Author), Jim Dale (Narrator), Random House Audio (Publisher) & 0 more",16877,Amazon,The Night Circus,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Metaphysical & Visionary""]"
,Ray Bradbury,24966,Amazon,Fahrenheit 451: A Novel,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
,"Walter Isaacson (Author), Dylan Baker (Narrator), Simon & Schuster Audio (Publisher) & 0 more",10384,Amazon,Steve Jobs,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics"",""Business""]"
,"Daniel Kahneman (Author), Patrick Egan (Narrator), Random House Audio (Publisher) & 0 more",22138,Amazon,"Thinking, Fast and Slow","[""Books"",""Business & Money"",""Management & Leadership"",""Decision-Making & Problem Solving""]"
,"Chris Kyle (Author), Scott McEwan (Author), John Pruden (Narrator), Jim DeFelice (Author), HarperAudio (Publisher) & 2 more",18487,Amazon,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People"",""Military"",""Afghan & Iraq Wars"",""Iraq War""]"
,"Madeleine L'Engle (Author, Narrator), Hope Davis (Narrator), Ava DuVernay (Narrator), Charlotte Jones Voiklis (Narrator), Listening Library (Publisher) & 2 more",10230,Amazon,A Wrinkle in Time,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Science Fiction"",""Time Travel""]"
,"Kate Rudd (Narrator), John Green (Author), Brilliance Audio (Publisher) & 0 more",57358,Amazon,The Fault in Our Stars,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Social & Family Issues"",""Death & Dying""]"
,"R. J. Palacio (Author), Diana Steele (Narrator), Nick Podehl (Narrator), Kate Rudd (Narrator), Brilliance Audio (Publisher) & 2 more",32482,Amazon,Wonder,"[""Books"",""Children's Books"",""Growing Up & Facts of Life"",""Health"",""Diseases & Physical Illness""]"
,"Stephen King (Author), Grover Gardner (Narrator), Random House Audio (Publisher) & 0 more",22356,Amazon,The Stand,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror""]"
,"Charles Duhigg (Author), Mike Chamberlain (Narrator), Random House Audio (Publisher) & 0 more",18143,Amazon,The Power of Habit: Why We Do What We Do in Life and Business,"[""Books"",""Medical Books"",""Psychology"",""General""]"
,Ken Follett,15256,Amazon,"Winter of the World (The Century Trilogy, Book 2)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Rebecca Skloot (Author), Cassandra Campbell (Narrator), Macmillan Digital Audio (Publisher) & 0 more",15236,Amazon,The Immortal Life of Henrietta Lacks,"[""Books"",""Politics & Social Sciences"",""Social Sciences"",""Ethnic Studies"",""African Descent & Black"",""African American Studies""]"
,"Madeline Miller (Author), Frazer Douglas (Narrator), HarperAudio (Publisher) & 0 more",31125,Amazon,The Song of Achilles: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical""]"
,"Cheryl Strayed (Author), Bernadette Dunne (Narrator), Random House Audio (Publisher) & 0 more",21316,Amazon,Wild: From Lost to Found on the Pacific Crest Trail,"[""Books"",""Reference"",""Writing, Research & Publishing Guides"",""Writing"",""Travel""]"
,"Becca Battoe (Narrator), E. L. James (Author), Random House Audio (Publisher) & 0 more",56623,Amazon,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
,"Michelle Alexander (Author), Karen Chilton (Narrator), Recorded Books (Publisher) & 0 more",13147,Amazon,"The New Jim Crow: Mass Incarceration in the Age of Colorblindness, 10th Anniversary Edition","[""Books"",""Politics & Social Sciences"",""Politics & Government"",""Specific Topics"",""Civil Rights & Liberties""]"
,John Grisham,19766,Amazon,The Racketeer: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Ken Follett (Author), John Lee (Narrator), Pan Macmillan Publishers Ltd. (Publisher) & 0 more",19327,Amazon,"The Pillars of the Earth: The Kingsbridge Novels, Book 1","[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Saga""]"
,"Jill Redfield (Narrator), Sylvia Day (Author), Brilliance Audio (Publisher) & 0 more",12795,Amazon,"Bared to You: A Crossfire Novel, Book 1","[""Books"",""Literature & Fiction"",""Erotica"",""Romantic""]"
,"Veronica Roth (Author), Emma Galvin (Narrator), HarperAudio (Publisher) & 0 more",19489,Amazon,"Insurgent: Divergent, Book 2","[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Science Fiction""]"
,"Marcus Luttrell (Author), Patrick Robinson (Author), Kevin T. Collins (Narrator), Hachette Audio (Publisher) & 1 more",16175,Amazon,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People"",""Military"",""Afghan & Iraq Wars"",""Afghan War""]"
,"David Baldacci (Author), Ron McLarty (Narrator), Orlagh Cassidy (Narrator), Hachette Audio (Publisher) & 1 more",10921,Amazon,The Innocent: A Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,"Becca Battoe (Narrator), E. L. James (Author), Random House Audio (Publisher) & 0 more",30399,Amazon,Fifty Shades Darker: Book Two of the Fifty Shades Trilogy,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
,"Becca Battoe (Narrator), E. L. James (Author), Random House Audio (Publisher) & 0 more",30171,Amazon,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
,"Kiera Cass (Author), Amy Rubinate (Narrator), HarperAudio (Publisher) & 0 more",11072,Amazon,"The Selection: The Selection, Book 1","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Science Fiction"",""Dystopian""]"
,"Julia Whelan (Narrator), Kirby Heyborne (Narrator), Gillian Flynn (Author), Random House Audio (Publisher) & 1 more",63442,Amazon,Gone Girl: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
,Eben Alexander III M.D.,15898,Amazon,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,"[""Books"",""Medical Books"",""Medicine""]"
,Mary Pope Osborne,16280,Amazon,Magic Tree House Books 1-4 Ebook Collection: Mystery of the Tree House (Magic Tree House (R) 1),"[""Books"",""Children's Books"",""Literature & Fiction""]"
,James Dashner,14172,Amazon,"The Maze Runner (Maze Runner series book 1): book 1 in the multi-million bestselling series, now a major movie","[""Books"",""Engineering & Transportation"",""Engineering""]"
,"Stephen King (Author), Campbell Scott (Narrator), Random House Audio (Publisher) & 0 more",19461,Amazon,The Shining,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Ghosts""]"
,"Margaret Atwood (Author), Claire Danes (Narrator), Audible Studios (Publisher) & 0 more",50378,Amazon,The Handmaid's Tale,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Dystopian""]"
,"Lee Child (Author), Dick Hill (Narrator), Random House Audio (Publisher) & 0 more",10705,Amazon,A Wanted Man: A Jack Reacher Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,"Rob Inglis (Narrator), J. R. R. Tolkien (Author), Recorded Books (Publisher) & 0 more",28562,Amazon,The Hobbit,"[""Books"",""Children's Books"",""Science Fiction & Fantasy"",""Fantasy & Magic""]"
,"Jill Redfield (Narrator), Sylvia Day (Author), Brilliance Audio (Publisher) & 0 more",11144,Amazon,"Reflected in You: A Crossfire Novel, Book 2","[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
,"Rob Inglis (Narrator), J. R. R. Tolkien (Author), Recorded Books (Publisher) & 0 more",17171,Amazon,The Return of the King: Book Three in the Lord of the Rings Trilogy,"[""Books"",""Science Fiction & Fantasy"",""Fantasy"",""Epic""]"
,"Rick Riordan (Author), Joshua Swanson (Narrator), Listening Library (Publisher) & 0 more",11094,Amazon,"The Mark of Athena: The Heroes of Olympus, Book 3","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Fantasy"",""Myths & Legends"",""Greek & Roman""]"
,"John Grisham (Author), JD Jackson (Narrator), Random House Audio (Publisher) & 0 more",19766,Amazon,The Racketeer,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Legal""]"
,"Eben Alexander (Author, Narrator), Simon & Schuster Audio (Publisher)",15898,Amazon,Proof of Heaven: A Neurosurgeon's Near-Death Experience and Journey into the Afterlife,"[""Books"",""Medical Books"",""Medicine"",""Internal Medicine"",""Neurology"",""Neuroscience""]"
,"Lee Child (Author), Johnathan McClain (Narrator), Penguin Audio (Publisher) & 0 more",13440,Amazon,"Die Trying: Jack Reacher, Book 2","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Spies & Politics"",""Espionage""]"
,"Lee Child (Author), Johnathan McClain (Narrator), Penguin Audio (Publisher) & 0 more",13239,Amazon,"Tripwire: Jack Reacher, Book 3","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
,"Lee Child (Author), Johnathan McClain (Narrator), Penguin Audio (Publisher) & 0 more",12055,Amazon,"Running Blind: Jack Reacher, Book 4","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
,Chimamanda Ngozi Adichie,11826,Amazon,Americanah: A novel (Ala Notable Books for Adults),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Leigh Bardugo (Author), Lauren Fortgang (Narrator), Audible Studios (Publisher) & 0 more",21976,Amazon,Shadow and Bone,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Fantasy""]"
,Robert Galbraith,24202,Amazon,The Cuckoo's Calling (Cormoran Strike Book 1),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Dan Brown (Author), Paul Michael (Narrator), Random House Audio (Publisher) & 0 more",33242,Amazon,Inferno: A Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,Bill O'ReillyMartin Dugard,12684,Amazon,Killing Jesus: A History (Bill O'Reilly's Killing Series),"[""Books"",""History"",""World""]"
,"William Kent Krueger (Author), Rich Orlow (Narrator), Recorded Books (Publisher) & 0 more",14407,Amazon,Ordinary Grace,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical""]"
,"Bill O'Reilly (Author, Narrator), Martin Dugard (Author), Macmillan Audio (Publisher) & 0 more",12684,Amazon,Killing Jesus: A History,"[""Books"",""History"",""World"",""Religious"",""Christianity""]"
,"Jill Redfield (Narrator), Sylvia Day (Author), Brilliance Audio (Publisher) & 0 more",13004,Amazon,"Entwined with You: Crossfire Series, Book 3","[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
,"Michael Matthews (Author, Narrator), Oculus Publishers (Publisher)",10392,Amazon,Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,"[""Books"",""Health, Fitness & Dieting"",""Exercise & Fitness"",""Weight Training""]"
,"F. Scott Fitzgerald (Author), Jake Gyllenhaal (Narrator), Audible Studios (Publisher) & 0 more",18051,Amazon,The Great Gatsby,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""TV, Movie, Video Game Adaptations""]"
,"Hugh Howey (Author), Amanda Sayle (Narrator), Audible Studios (Publisher) & 0 more",17034,Amazon,"Wool: Silo, #1; Wool, #1-5","[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Adventure""]"
,A.G. Riddle,23343,Amazon,"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1)","[""Books"",""Literature & Fiction"",""Action & Adventure""]"
,Donna Tartt,39695,Amazon,The Goldfinch,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
,"Robert Galbraith (Author), Robert Glenister (Narrator), Hachette Audio UK (Publisher) & 0 more",24202,Amazon,"The Cuckoo's Calling: Cormoran Strike, Book 1","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Crime""]"
,"Robert Galbraith (Author), Robert Glenister (Narrator), Hachette Audio (Publisher) & 0 more",24202,Amazon,The Cuckoo's Calling,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Private Investigators""]"
,John Grisham,31304,Amazon,Sycamore Row: A Novel (Jake Brigance Book 2),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Veronica Roth (Author), Emma Galvin (Narrator), Aaron Stanford (Narrator), HarperAudio (Publisher) & 1 more",22362,Amazon,"Allegiant: Divergent Trilogy, Book 3","[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Science Fiction""]"
,"Colleen Hoover (Author), Angela Goethals (Narrator), Audible Studios (Publisher) & 0 more",14417,Amazon,Hopeless,"[""Books"",""Romance"",""Contemporary""]"
,"Leigh Bardugo (Author), Lauren Fortgang (Narrator), Audible Studios (Publisher) & 0 more",15703,Amazon,Siege and Storm,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Fantasy"",""Dark Fantasy""]"
,"Daniel James Brown (Author), Edward Herrmann (Narrator), Penguin Audio (Publisher) & 0 more",28517,Amazon,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"[""Books"",""History"",""Americas"",""United States"",""State & Local""]"
,"George S. Clason (Author), Grover Gardner (Narrator), Gildan Media, LLC (Publisher) & 0 more",21871,Amazon,The Richest Man in Babylon,"[""Books"",""Business & Money"",""Management & Leadership"",""Management""]"
,"Stephen King (Author), Will Patton (Narrator), Simon & Schuster Audio (Publisher) & 0 more",21735,Amazon,Doctor Sleep: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Occult""]"
,"Graeme Simsion (Author), Dan O'Grady (Narrator), Simon & Schuster Audio (Publisher) & 0 more",20649,Amazon,The Rosie Project: A Novel,"[""Books"",""Literature & Fiction"",""Humor & Satire"",""Humorous""]"
,Anthony Doerr,53837,Amazon,All the Light We Cannot See: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,Terry Hayes,18995,Amazon,I Am Pilgrim: A Thriller,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Lee Child (Author), Dick Hill (Narrator), Random House Audio (Publisher) & 0 more",13139,Amazon,"Never Go Back: Jack Reacher, Book 18","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,"Agatha Christie (Author), Dan Stevens (Narrator), HarperAudio (Publisher) & 0 more",16752,Amazon,And Then There Were None,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical""]"
,"John Grisham (Author), Michael Beck (Narrator), Random House Audio (Publisher) & 0 more",31304,Amazon,Sycamore Row,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Legal""]"
,"Rick Riordan (Author), Nick Chamian (Narrator), Listening Library (Publisher) & 0 more",12241,Amazon,"The House of Hades: The Heroes of Olympus, Book 4","[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Fantasy"",""Myths & Legends"",""Greek & Roman""]"
,Viktor E Frankl,38021,Amazon,Man's Search For Meaning: The classic tribute to hope from the Holocaust,"[""Books"",""History"",""World""]"
,Dr. Seuss,15785,Amazon,The Cat in the Hat (Beginner Books(R)),"[""Books"",""Children's Books"",""Literature & Fiction""]"
,Dr. Seuss,10057,Amazon,Happy Birthday to You! (Classic Seuss),"[""Books"",""Children's Books"",""Literature & Fiction""]"
,"Gary Keller (Author), Jay Papasan (Author), Timothy Miller (Narrator), Claire Hamilton (Narrator), Rellek Publishing Partners, Ltd. (Publisher) & 2 more",10391,Amazon,The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results,"[""Books"",""Business & Money"",""Management & Leadership"",""Management""]"
,Anthony Doerr,53837,Amazon,All the Light We Cannot See: The Breathtaking World Wide Bestseller,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,Sherri Duskey RinkerTom Lichtenheld,16563,Amazon,"Goodnight, Goodnight Construction Site","[""Books"",""Children's Books"",""Growing Up & Facts of Life""]"
,Deborah Harkness,16685,Amazon,"The Book of Life: A Novel (All Souls Trilogy, Book 3)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,Sue Monk Kidd,17777,Amazon,The Invention of Wings: With Notes (Oprah's Book Club 2.0 3),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,Stephen King,15396,Amazon,Mr. Mercedes: A Novel (The Bill Hodges Trilogy Book 1),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Linda Sue Park (Author), David Baker (Narrator), Cynthia Bishop (Narrator), Full Cast Audio (Publisher) & 1 more",13442,Amazon,A Long Walk to Water,"[""Books"",""Children's Books"",""Growing Up & Facts of Life"",""Family Life"",""Orphans & Foster Homes""]"
,"Sue Monk Kidd (Author, Narrator), Jenna Lamia (Narrator), Adepero Oduye (Narrator), Penguin Audio (Publisher) & 1 more",17777,Amazon,The Invention of Wings: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Biographical""]"
,"Andrzej Sapkowski (Author), Peter Kenny (Narrator), Orion Publishing Group (Publisher) & 0 more",21862,Amazon,The Last Wish,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Dark Fantasy""]"
,"Brandon Sanderson (Author), Michael Kramer (Narrator), Kate Reading (Narrator), Macmillan Audio (Publisher) & 1 more",18070,Amazon,"Words of Radiance: The Stormlight Archive, Book 2","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]"
,"Pierce Brown (Author), Tim Gerard Reynolds (Narrator), Recorded Books (Publisher) & 0 more",11776,Amazon,Red Rising,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Adventure""]"
,"A. G. Riddle (Author), Stephen Bel Davies (Narrator), Audible Studios (Publisher) & 0 more",10215,Amazon,"The Atlantis Plague: The Origin Mystery, Book 2","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Medical""]"
,"Andrzej Sapkowski (Author), Peter Kenny (Narrator), Orion Publishing Group (Publisher) & 0 more",10818,Amazon,"Blood of Elves: The Witcher, Book 1","[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Dark Fantasy""]"
,"Robert Galbraith (Author), Robert Glenister (Narrator), Hachette Audio (Publisher) & 0 more",14469,Amazon,The Silkworm,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Traditional Detectives""]"
,"Diana Gabaldon (Author), Davina Porter (Narrator), Recorded Books (Publisher) & 0 more",23889,Amazon,"Written in My Own Heart's Blood: Outlander, Book 8","[""Books"",""Romance"",""Historical"",""Scottish""]"
,"Louise Penny (Author), Ralph Cosham (Narrator), Macmillan Audio (Publisher) & 0 more",16034,Amazon,"Still Life: Chief Inspector Gamache, Book 1","[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Police Procedurals""]"
,Kristin Hannah,80180,Amazon,The Nightingale: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
